|part_of_speech|word_de|word_forms_de|sentence_de|word_meanings_en|word_en|sentence_en
2528|verb|vermissen|vermissen, vermisst, vermisste, hat vermisst|Er vermisst seine Heimat sehr.|to miss|to miss|He misses his homeland very much.
2529|das|das Geschlecht|die Geschlechter|Das Geschlecht spielt keine Rolle.|sex, gender|gender|Gender does not matter.
2530|adj|attraktiv||Das attraktive Angebot lockte Käufer an.|attractive|attractive|The attractive offer drew in buyers.
2531|die|die Aussicht|die Aussichten|Die Aussicht von hier ist schön.|prospect, view|view|The view from here is beautiful.
2532|die|die Betriebswirtschaftslehre||Er studiert Betriebswirtschaftslehre.|business administration|business administration|He is studying business administration.
2533|der|der Held|die Helden|Der Held besiegte den Drachen.|hero|hero|The hero defeated the dragon.
2534|num|sechzig||Sechzig Gäste wurden eingeladen.|sixty|sixty|Sixty guests were invited.
2535|die|die Base|die Basen|Die Base reagierte mit der Säure.|base, alkali|base|The base reacted with the acid.
2536|die|die Bilanz|die Bilanzen|Die Bilanz zeigt einen Gewinn.|balance (sheet), result|balance (sheet)|The balance sheet shows a profit.
2537|das|das Geheimnis|die Geheimnisse|Das Geheimnis wurde endlich gelüftet.|secret|secret|The secret was finally revealed.
2538|adv|spätestens||Spätestens um zehn Uhr müssen wir los.|at the latest|at the latest|We must leave at the latest by ten o'clock.
2539|adj|dramatisch||Der Unfall hatte dramatische Folgen.|dramatic|dramatic|The accident had dramatic consequences.
2540|die|die Ehre|die Ehren|Es war eine große Ehre, ihn zu treffen.|honor|honor|It was a great honor to meet him.
2541|verb|entschließen (sich)|entschließen (sich), entschließt, entschloss, hat entschlossen|Sie entschloss sich für das Angebot.|to decide|to decide|She decided on the offer.
2542|verb|gewöhnen|gewöhnen, gewöhnt, gewöhnte, hat gewöhnt|Er gewöhnte sich schnell an die Arbeit.|to get used to|to get used to|He quickly got used to the work.
2543|verb|hingehen|hingehen, geht hin, ging hin, ist hingegangen|Er ging hin, um zu sehen, was los war.|to go (there)|to go (there)|He went there to see what was happening.
2544|verb|zittern|zittern, zittert, zitterte, hat gezittert|Er zitterte vor Kälte in der Nacht.|to tremble, shiver|to shiver|He shivered from the cold at night.
2545|der|der Dialog|die Dialoge|Der Dialog zwischen ihnen war fruchtbar.|dialogue|dialogue|The dialogue between them was fruitful.
2546|der|der Schuss|die Schüsse|Ein Schuss fiel in der Stille der Nacht.|shot|shot|A shot rang out in the silence of the night.
2547|das|das Seminar|die Seminare|Das Seminar behandelte aktuelle Themen.|seminar|seminar|The seminar covered current topics.
2548|die|die Werbung|die Werbungen|Die Werbung im Fernsehen ist oft nervig.|advertising|advertising|The advertising on TV is often annoying.
2549|die|die Blume|die Blumen|Die Blume blühte in voller Pracht.|flower|flower|The flower bloomed in full glory.
2550|der|der Schreibtisch|die Schreibtische|Der Schreibtisch ist aus Holz.|desk|desk|The desk is made of wood.
2551|verb|verlieben (sich)|verlieben (sich), verliebt, verliebte, hat verliebt|Er verliebte sich Hals über Kopf.|to fall in love|to fall in love|He fell head over heels in love.
2552|verb|winken|winken, winkt, winkte, hat gewinkt|Er winkt zum Abschied aus dem Auto.|to wave|to wave|He waves goodbye from the car.
2553|verb|fliehen|fliehen, flieht, floh, ist geflohen|Viele Menschen flohen vor dem Krieg.|to flee, escape|to flee|Many people fled the war.
2554|verb|interpretieren|interpretieren, interpretiert, interpretierte, hat interpretiert|Er interpretierte das Gedicht anders.|to interpret|to interpret|He interpreted the poem differently.
2555|adj|olympisch||Er trainiert für die olympischen Spiele.|Olympic|Olympic|He is training for the Olympic Games.
2556|adj|verdammt||Der verdammte Lärm störte mich.|damned|damned|The damned noise bothered me.
2557|verb|anerkennen|anerkennen, erkennt an, erkannte an, hat anerkannt|Seine Arbeit wurde von allen anerkannt.|to recognize, accept|to recognize|His work was recognized by everyone.
2558|verb|bewahren|bewahren, bewahrt, bewahrte, hat bewahrt|Er bewahrt Ruhe in jeder Situation.|to keep, protect|to keep|He keeps calm in every situation.
2559|adj|illegal||Drogenhandel ist in jedem Land illegal.|illegal|illegal|Drug trafficking is illegal in every country.
2560|der|der Sand|die Sande|Der Sand war warm unter den Füßen.|sand|sand|The sand was warm underfoot.
2561|verb|umbringen|umbringen, bringt um, brachte um, hat umgebracht|Er brachte sie aus Eifersucht um.|to kill|to kill|He killed her out of jealousy.
2562|die|die Fraktion|die Fraktionen|Die Fraktion trifft sich morgen.|parliamentary party|parliamentary party|The parliamentary party meets tomorrow.
2563|der|der Gesellschafter|die Gesellschafter|Der Gesellschafter investierte viel.|associate, shareholder|shareholder|The shareholder invested a lot.
2564|das|Schweden||Schweden ist bekannt für seine Natur.|Sweden|Sweden|Sweden is known for its nature.
2565|die|die Verbesserung|die Verbesserungen|Die Verbesserung war dringend nötig.|improvement|improvement|The improvement was urgently needed.
2566|pron|worauf||Worauf basiert diese Annahme genau?|on what, to what|on what|On what is this assumption exactly based?
2567|adj|einsam||Er fühlte sich einsam nach dem Umzug.|lonely, isolated|lonely|He felt lonely after the move.
2568|die|die Innovation|die Innovationen|Innovation treibt den Fortschritt an.|innovation|innovation|Innovation drives progress.
2569|die|die Landwirtschaft|die Landwirtschaften|Die Landwirtschaft ist grundlegend.|agriculture|agriculture|Agriculture is fundamental.
2570|die|die Therapie|die Therapien|Die Therapie dauerte sechs Monate.|therapy|therapy|The therapy lasted six months.
2571|der|der Ablauf|die Abläufe|Der Ablauf war sorgfältig geplant.|expiry, action|action|The action was carefully planned.
2572|verb|anstehen|anstehen, steht an, stand an, hat angestanden|Wir mussten anstehen, um reinzukommen.|to line up, be in line|to line up|We had to line up to get inside.
2573|die|die Bemerkung|die Bemerkungen|Die Bemerkung führte zur Diskussion.|remark, comment|remark|The remark led to a discussion.
2574|adj|Frankfurter||Die Frankfurter Messe beginnt bald.|Frankfurt|Frankfurt|The Frankfurt fair starts soon.
2575|adj|identisch||Die Zwillinge sehen fast identisch aus.|identical|identical|The twins look almost identical.
2576|verb|rollen|rollen, rollt, rollte, hat gerollt|Der Ball rollt den Hügel hinunter.|to roll|to roll|The ball rolls down the hill.
2577|der, die|die Angehörige||Die Angehörigen wurden informiert.|member, relative|relative|The relatives were informed.
2578|das|das Café|die Cafés|Wir treffen uns heute im neuen Café.|coffeehouse, coffee shop, café|café|We are meeting today in the new café.
2579|adj|dauerhaft||Eine dauerhafte Lösung wurde gefunden.|lasting|lasting|A lasting solution was found.
2580|verb|garantieren|garantieren, garantiert, garantierte, hat garantiert|Das Unternehmen garantiert Qualität.|to guarantee|to guarantee|The company guarantees quality.
2581|die|die Not|die Nöte|Die Not war groß, aber er blieb stark.|need, trouble|need|The need was great, but he stayed strong.
2582|adj|räumlich||Die räumliche Trennung fiel schwer.|three-dimensional, spatial|spatial|The spatial separation was difficult.
2583|adj|jahrelang||Die jahrelange Arbeit zahlte sich aus.|many years, for years|many years|The many years of work paid off.
2584|der|der Respekt||Sein Respekt vor dem Lehrer war groß.|respect|respect|His respect for the teacher was great.
2585|verb|gefährden|gefährden, gefährdet, gefährdete, hat gefährdet|Rauchen gefährdet die Gesundheit.|to endanger|to endanger|Smoking endangers health.
2586|das|das Spektrum|die Spektrumen|Das Spektrum deckt alle Bereiche ab.|spectrum|spectrum|The spectrum covers all areas.
2587|verb|vergeben|vergeben, vergibt, vergab, hat vergeben|Das Stipendium wurde ihr vergeben.|to award, allocate, give away|to award|The scholarship was awarded to her.
2588|der|der Weber|die Weber|Der Weber fertigte feine Stoffe an.|weaver|weaver|The weaver produced fine fabrics.
2589|adj|effektiv||Die neue Methode ist äußerst effektiv.|effective|effective|The new method is extremely effective.
2590|der|der Eingang|die Eingänge|Der Eingang war schwer zu finden.|entrance|entrance|The entrance was hard to find.
2591|das|das Erbe||Das Erbe wurde gerecht verteilt.|heritage|heritage|The heritage was fairly distributed.
2592|der|der Erbe|die Erben|Der Erbe trat das Vermögen an.|heir|heir|The heir took over the fortune.
2593|adj|islamisch||Er besuchte die islamische Gemeinde.|Islamic|Islamic|He visited the Islamic community.
2594|verb|zustimmen|zustimmen, stimmt zu, stimmte zu, hat zugestimmt|Er stimmte dem Vorschlag schließlich zu.|to agree, consent|to agree|He eventually agreed to the proposal.
2595|adj|radikal||Er forderte radikale Veränderungen.|radical|radical|He demanded radical changes.
2596|der|der Ausbau|die Ausbauten|Der Ausbau des Hauses beginnt.|expansion, consolidation|expansion|The expansion of the house begins.
2597|der|der Kanal|die Kanäle|Der Kanal führt durch die Stadt.|canal, channel|canal|The canal runs through the city.
2598|verb|registrieren|registrieren, registriert, registrierte, hat registriert|Bitte registrieren Sie sich online.|to register|to register|Please register online.
2599|verb|verhandeln|verhandeln, verhandelt, verhandelte, hat verhandelt|Sie verhandeln über den Vertrag.|to negotiate|to negotiate|They are negotiating the contract.
2600|der|der Wandel|die Wandel|Der Wandel vollzog sich rasant.|change|change|The change occurred rapidly.
2601|der|der Ast|die Äste|Der Ast des Baumes brach im Sturm ab.|branch|branch|The branch of the tree broke off in the storm.
2602|verb|ausüben|ausüben, übt aus, übte aus, hat ausgeübt|Er übt täglich seine Fertigkeiten aus.|to practice, exercise, exert|to practice|He practices his skills daily.
2603|prep|jenseits||Jenseits des Flusses liegt das Dorf.|beyond|beyond|Beyond the river lies the village.
2604|verb|unterliegen|unterliegen, unterliegt, unterlag, hat unterlegen|Er unterlag seinem Gegner im Finale.|to be defeated, be subject|to be defeated|He was defeated by his opponent in the final.
2605|der|der Wähler|die Wähler|Der Wähler gab seine Stimme ab.|voter|voter|The voter cast his vote.
2606|adj|willkommen||Du bist hier immer willkommen.|welcome|welcome|You are always welcome here.
2607|das|das Gedächtnis|die Gedächtnisse|Mein Gedächtnis ist nicht gut.|memory|memory|My memory is not good.
2608|adj|gelegentlich||Gelegentliche Pausen steigern Leistung.|occasional|occasional|Occasional breaks improve performance.
2609|verb|bedürfen|bedürfen, bedarf, bedurfte, hat bedurft|Dieses Projekt bedarf viel Zeit.|to require|to require|This project requires a lot of time.
2610|das|das Gefängnis|die Gefängnisse|Das Gefängnis ist gut bewacht.|prison|prison|The prison is well guarded.
2611|die|die Überraschung|die Überraschungen|Die Überraschung war perfekt gelungen.|surprise|surprise|The surprise was perfectly successful.
2612|der|der Wechsel|die Wechsel|Der Wechsel in der Führung war nötig.|change|change|The change in leadership was necessary.
2613|die|die Wurzel|die Wurzeln|Die Wurzel des Problems ist klar.|root|root|The root of the problem is clear.
2614|adj|formal||Der formale Antrag wurde angenommen.|formal, technical|formal|The formal application was accepted.
2615|adj|sanft||Der sanfte Wind streichelte ihr Gesicht.|soft, gentle|gentle|The gentle wind caressed her face.
2616|verb|aushalten|aushalten, hält aus, hielt aus, hat ausgehalten|Er kann den Lärm nicht länger aushalten.|to bear, endure|to bear|He can no longer bear the noise.
2617|verb|bedrohen|bedrohen, bedroht, bedrohte, hat bedroht|Er bedroht ihn mit einem Messer.|to threaten|to threaten|He threatens him with a knife.
2618|adv|keineswegs||Das war keineswegs meine Absicht.|by no means, not at all|by no means|That was by no means my intention.
2619|adj|klug||Eine kluge Wahl führte zum Sieg.|clever|clever|A clever choice led to victory.
2620|der|der Arbeitnehmer|die Arbeitnehmer|Der Arbeitnehmer beantragte Urlaub.|employee|employee|The employee requested vacation.
2621|verb|beugen|beugen, beugt, beugte, hat gebeugt|Sie beugte leicht den Kopf nach vorn.|to bend|to bend|She bent her head forward slightly.
2622|verb|einbringen|einbringen, bringt ein, brachte ein, hat eingebracht|Er bringt viele neue Ideen ein.|to bring in, contribute|to bring in|He brings in many new ideas.
2623|die|die Materie|die Materien|Die Materie verändert ihre Form.|matter|matter|The matter changes its form.
2624|das|das Personal||Das Personal arbeitete effizient.|staff|staff|The staff worked efficiently.
2625|adj|scheinbar||Die scheinbare Ruhe täuschte alle.|apparent|apparent|The apparent calm deceived everyone.
2626|die|die Frequenz|die Frequenzen|Die Frequenz des Signals war zu niedrig.|frequency|frequency|The frequency of the signal was too low.
2627|verb|lehren|lehren, lehrt, lehrte, hat gelehrt|Er lehrt Physik an der Universität.|to teach|to teach|He teaches physics at the university.
2628|adj|selbstständig||Er führt ein selbstständiges Geschäft.|independent, self-employed|independent|He runs an independent business.
2629|verb|überwinden|überwinden, überwindet, überwand, hat überwunden|Sie überwinden alle Hindernisse.|to overcome|to overcome|They overcome all obstacles.
2630|adj|unklar||Seine Absichten waren völlig unklar.|unclear|unclear|His intentions were completely unclear.
2631|adj|verfügbar||Die Information ist verfügbar.|available|available|The information is available.
2632|pron|wozu||Wozu brauchst du das Werkzeug?|what for, to what|what for|What do you need the tool for?
2633|adj|schlicht||Das Design des Hauses ist sehr schlicht.|simple, plain|simple|The design of the house is very simple.
2634|adj|angemessen||Die angemessene Strafe wurde verhängt.|appropriate|appropriate|The appropriate punishment was imposed.
2635|der|der Arbeitsmarkt|die Arbeitsmärkte|Der Arbeitsmarkt verändert sich.|labor market|labor market|The labor market is changing.
2636|der|der Pass|die Pässe|Der Pass ist leider abgelaufen.|pass, passport|passport|The passport has unfortunately expired.
2637|der|der Bedarf|die Bedarfe|Der Bedarf an Wasser ist hoch.|need, demand|demand|The demand for water is high.
