|word_de|part_of_speech|word_en|sentence_de|sentence_en|sentence_lemmatized_de
1232.0|der Garten|noun|garden|Im Garten blühten die Blumen in allen Farben.|In the garden, the flowers bloomed in all colors.|in;Garten;blühen;der;Blume;in;aller;Farbe
1233.0|hinten|adverb|at/in the back|Die Parkplätze befinden sich hinten am Gebäude.|The parking spots are located at the back of the building.|der;Parkplatz;befinden;sich;hinten;an;Gebäude
1234.0|auffallen|verb|to stand out|Seine gelbe Jacke fiel sofort in der Menschenmenge auf.|His yellow jacket immediately stood out in the crowd.|sein;gelb;Jacke;auffallen;sofort;in;der;Menschenmenge;auf
1234.001|auffallen|verb|to notice|Er fiel mir sofort auf, als er den Raum betrat.|I noticed him immediately when he entered the room.|er;auffallen;mir;sofort;auf;als;er;der;Raum;betreten
1235.0|der Gegensatz|noun|opposite|Im Gegensatz zu ihr war er sehr optimistisch.|In opposite to her, he was very optimistic.|in;Gegensatz;zu;ihr;sein;er;sehr;optimistisch
1235.001|der Gegensatz|noun|contrast|Der Gegensatz zwischen Arm und Reich ist deutlich.|The contrast between rich and poor is clear.  |der;Gegensatz;zwischen;Arm;und;Reich;sein;deutlich
1236.0|verteilen|verb|to distribute|Er verteilte die Flyer an alle Passanten.|He distributed the flyers to all the passersby.|er;verteilen;der;Flyer;an;aller;Passant
1237.0|das Papier|noun|paper|Sie schrieb die Notizen auf ein Stück Papier.|She wrote the notes on a piece of paper.|sie;schreiben;der;Notiz;auf;ein;Stück;Papier
1238.0|physikalisch|adjective|physical|Die physikalischen Gesetze steuern das Universum.|The physical laws govern the universe.|der;physikalisch;Gesetz;steuern;der;Universum
1239.0|angesichts|preposition|in view of|Angesichts der Umstände mussten wir unsere Pläne ändern.|In view of the circumstances, we had to change our plans.|angesichts;der;Umstand;mussten;wir;unser;Plan;ändern
1240.0|leise|adjective|quiet|Sie flüsterte leise, um niemanden zu stören.|She whispered quietly to avoid disturbing anyone.|sie;flüstern;leise;um;niemand;zu;stören
1240.001|leise|adjective|soft|Die leise Musik beruhigte die Gäste im Raum.|The soft music calmed the guests in the room.|der;leise;Musik;beruhigen;der;Gast;in;Raum
1241.0|vermutlich|adverb|probably|Er ist vermutlich schon unterwegs, um uns zu treffen.|He is probably already on his way to meet us.|er;sein;vermutlich;schon;unterwegs;um;uns;zu;treffen
1242.0|eindeutig|adjective|clear|Die Antwort war eindeutig und ließ keine Zweifel offen.|The answer was clear and left no room for doubt.|der;Antwort;sein;eindeutig;und;offenlassen;kein;Zweifel;offen
1243.0|heraus|adverb|out|Er sprang schnell heraus, als die Tür aufging.|He jumped out quickly when the door opened.|er;herausspringen;schnell;heraus;als;der;Tür;aufgehen
1243.001|heraus|adverb|outside|Er kam heraus und schloss die Tür leise hinter sich.|He came outside and quietly closed the door behind him.|er;herauskommen;heraus;und;schloss;der;Tür;leise;hinter;sich
1244.0|falls|conjunction|in case|Falls du Hilfe brauchst, ruf mich einfach an.|Call me in case you need help.|falls;du;Hilfe;brauchen;anruf;mich;einfach;an
1244.001|falls|conjunction|if|Falls es regnet, verschieben wir das Picknick.|If it rains, we will postpone the picnic.|falls;es;regnen;verschieben;wir;der;Picknick
1245.0|erstmals|adverb|for the first time|Er fuhr erstmals nach Paris und war begeistert.|He went to Paris for the first time and was excited.|er;fahren;erstmals;nach;Paris;und;sein;begeistert
1246.0|der Partner|noun|partner|Er arbeitet mit einem neuen Partner an diesem Start-up.|He’s working with a new partner on this startup.|er;arbeiten;mit;ein;neu;Partner;an;dieser;Start-up
1247.0|nachdenken|verb|to think about|Es ist wichtig, über die richtige Dosierung nachzudenken.|It is important to think about the correct dosage.|es;sein;wichtig;über;der;richtig;Dosierung;nachdenken
1247.001|nachdenken|verb|to reflect|Ich muss kurz nachdenken, bevor ich antworte.|I need to reflect for a moment before answering.|ich;muss;kurz;nachdenken;bevor;ich;antworten
1248.0|die Ausbildung|noun|training|Er absolvierte eine Ausbildung zum Elektriker.|He completed training as an electrician.|er;absolvieren;ein;Ausbildung;zu;Elektriker
1248.001|die Ausbildung|noun|education|Sie hat ihre Ausbildung in Deutschland gemacht.|She completed her education in Germany.|sie;haben;ihr;Ausbildung;in;Deutschland;machen
1249.0|der Wagen|noun|car|Der Wagen fuhr schnell durch die leeren Straßen.|The car drove quickly through the empty streets.|der;Wagen;fahren;schnell;durch;der;leer;Straße
1249.001|der Wagen|noun|carriage|Der Wagen fuhr langsam durch die Straßen der Altstadt.|The carriage moved slowly through the streets of the old town.|der;Wagen;fahren;langsam;durch;der;Straße;der;Altstadt
1250.0|das Schiff|noun|ship|Das Schiff verließ den Hafen bei Sonnenuntergang.|The ship left the harbor at sunset.|der;Schiff;verlassen;der;Hafen;bei;Sonnenuntergang
1251.0|tausend|number|thousand|Das Stadion fasst über tausend Zuschauer.|The stadium holds over a thousand spectators.|der;Stadion;fassen;über;tausend;Zuschauer
1252.0|die Tat|noun|deed|Seine Tat wird lange in Erinnerung bleiben.|His deed will be remembered for a long time.|sein;Tat;werden;lange;in;Erinnerung;bleiben
1252.001|die Tat|noun|action|Die Tat des Helden wurde von allen bewundert.|The action of the hero was admired by everyone.|der;Tat;der;Held;werden;von;alle;bewundern
1253.0|obere|adjective|upper|Die obere Schicht der Haut enthält viele Nervenzellen.|The upper layer of the skin contains many nerve cells.|der;oberer;Schicht;der;Haut;enthalten;vieler;Nervenzelle
1254.0|die Gleichung|noun|equation|Die Lösung der Gleichung ist ziemlich kompliziert.|The solution to the equation is quite complicated.|der;Lösung;der;Gleichung;sein;ziemlich;kompliziert
1255.0|der Stein|noun|rock|Der Stein am Strand war glatt und glänzend.|The rock on the beach was smooth and shiny.|der;Stein;an;Strand;sein;glatt;und;glänzend
1255.001|der Stein|noun|stone|Er hob einen schweren Stein vom Boden auf.|He lifted a heavy stone from the ground.|er;aufheben;ein;schwer;Stein;von;Boden;auf
1256.0|kümmern (sich)|verb|to take care of|Wir müssen uns um die Marktforschung kümmern.|We need to take care of market research.|wir;müssen;sich;um;der;Marktforschung;kümmern
1256.001|kümmern (sich)|verb|to be concerned|Er kümmert sich um das Wohl seiner Familie.|He is concerned about the well-being of his family.|er;kümmern;sich;um;der;Wohl;sein;Familie
1257.0|mittlere|adjective|middle|Das mittlere System hat die besten Performancewerte.|The middle system has the best performance metrics.|der;mittlerer;System;haben;der;gut;Performancewert
1257.001|mittlere|adjective|average|Die mittlere Ladezeit ist kürzer als erwartet.|The average load time is shorter than expected.|der;mittlerer;Ladezeit;sein;kurz;als;erwarten
1258.0|erheben|verb|to raise|Er erhob seine Hand, um eine Frage zu stellen.|He raised his hand to ask a question.|er;erheben;sein;Hand;um;ein;Frage;zu;stellen
1259.0|die Erklärung|noun|explanation|Die Erklärung des Managers war klar und überzeugend.|The explanation from the manager was clear and convincing.|der;Erklärung;der;Manager;sein;klar;und;überzeugend
1260.0|das Konzept|noun|concept|Einvernehmlicher Sex ist ein zeitgemässes Konzept.|Consensual sex is a contemporary concept.|einvernehmlich;Sex;sein;ein;zeitgemäss;Konzept
1260.001|das Konzept|noun|idea|Das Konzept für die Ausstellung ist kreativ.|The idea for the exhibit is creative.|der;Konzept;für;der;Ausstellung;sein;kreativ
1260.002|das Konzept|noun|plan|Das Konzept für das neue Gebäude wurde genehmigt.|The plan for the new building was approved.|der;Konzept;für;der;neu;Gebäude;werden;genehmigen
1261.0|der Mittwoch|noun|Wednesday|Am Mittwoch haben wir immer ein Teammeeting.|We always have a team meeting on Wednesday.|an;Mittwoch;haben;wir;immer;ein;Teammeeting
1262.0|stören|verb|to disturb|Das laute Radio stört die Konzentration.|The loud radio disturbs the concentration.|der;laut;Radio;stören;der;Konzentration
1262.001|stören|verb|to bother|Der Lärm von draußen störte ihren Schlaf.|The noise from outside bothered her sleep.|der;Lärm;von;draußen;stören;ihr;Schlaf
1263.0|die Spur|noun|track|Die Spur im Schnee führte uns zum verlassenen Haus.|The track in the snow led us to the abandoned house.|der;Spur;in;Schnee;führen;uns;zu;verlassen;Haus
1263.001|die Spur|noun|lane|Eine Spur auf der Autobahn wurde gesperrt.|One lane on the highway was closed.|ein;Spur;auf;der;Autobahn;werden;sperren
1264.0|berliner|adjective|(of) Berlin|Das berliner Flair im Café erinnerte ihn an seine Kindheit.|The Berlin flair in the café reminded him of his childhood.|der;berliner;Flair;in;Café;erinnern;ihn;an;sein;Kindheit
1265.0|die Herausforderung|noun|challenge|Diese Herausforderung erfordert viel Geduld und Mut.|This challenge requires a lot of patience and courage.|dieser;Herausforderung;erfordern;viel;Geduld;und;Mut
1266.0|starten|verb|to start|Das Flugzeug startet in wenigen Minuten.|The plane will start in a few minutes.|der;Flugzeug;starten;in;weniger;Minute
1267.0|staatlich|adjective|state|Die staatliche Unterstützung war für das Projekt wichtig.|The state support was crucial for the project.|der;staatlich;Unterstützung;sein;für;der;Projekt;wichtig
1267.001|staatlich|adjective|government|Die staatliche Förderung wurde bewilligt.|The government funding was approved.|der;staatlich;Förderung;werden;bewilligen
1267.002|staatlich|adjective|public|Die staatlichen Schulen bieten kostenlose Bildung an.|The public schools offer free education.|der;staatlich;Schule;anbieten;kostenlos;Bildung;an
1268.0|verbessern|verb|to improve|Wir wollen die Qualität der Produkte ständig verbessern.|We want to continuously improve the quality of the products.|wir;wollen;der;Qualität;der;Produkt;ständig;verbessern
1268.001|verbessern|verb|to correct|Der Lehrer verbesserte die Fehler im Aufsatz.|The teacher corrected the mistakes in the essay.|der;Lehrer;verbessern;der;Fehler;in;Aufsatz
1269.0|heiß|adjective|hot|Es war ein heißer Sommertag, und alle gingen schwimmen.|It was a hot summer day, and everyone went swimming.|es;sein;ein;heiß;Sommertag;und;alle;schwimmengehen;schwimmen
1270.0|die Vergangenheit|noun|past|In der Vergangenheit war dieser Ort ein Industriezentrum.|In the past, this place was an industrial hub.|in;der;Vergangenheit;sein;dieser;Ort;ein;Industriezentrum
1271.0|das Gleichgewicht|noun|balance|Das Gleichgewicht zwischen Arbeit und Freizeit ist wichtig.|The balance between work and leisure is important.|der;Gleichgewicht;zwischen;Arbeit;und;Freizeit;sein;wichtig
1272.0|Griechenland|noun|Greece|Griechenland ist bekannt für seine antiken Ruinen.|Greece is known for its ancient ruins.|Griechenland;sein;bekannt;für;sein;antik;Ruine
1273.0|das Maß|noun|measure|Wir mussten das Maß der Zutaten genau einhalten.|We had to stick to the exact measure of ingredients.|wir;mussten;der;Maß;der;Zutat;genau;einhalten
1274.0|abgeben|verb|to give|Er musste das Formular bis heute abgeben.|He had to submit the form by today.|er;musste;der;Formular;bis;heute;abgeben
1274.001|abgeben|verb|to hand in|Ich habe meine Hausarbeit pünktlich abgegeben.|I handed in my paper on time.|ich;haben;mein;Hausarbeit;pünktlich;abgeben
1274.002|abgeben|verb|to submit|Wir müssen die Bewerbung bis Ende des Monats abgeben.|We have to submit the application by the end of the month.|wir;müssen;der;Bewerbung;bis;Ende;der;Monat;abgeben
1275.0|der Bericht|noun|report|Der Bericht erläutert die aktuelle Lage.|The report explains the current situation.|der;Bericht;erläutern;der;aktuell;Lage
1276.0|die Qualität|noun|quality|Die Qualität des Produkts übertraf unsere Erwartungen.|The quality of the product exceeded our expectations.|der;Qualität;der;Produkt;übertreffen;unser;Erwartung
1277.0|der Rand|noun|edge|Am Rand der Galerie stehen Skulpturen, die den Raum betonen.|On the edge of the gallery, sculptures are placed to accentuate the space.|an;Rand;der;Galerie;stehen;Skulptur;der;der;Raum;betonen
1278.0|Italien|noun|Italy|Italien ist berühmt für seine Kunst, Architektur und Küche.|Italy is famous for its art, architecture, and cuisine.|Italien;sein;berühmt;für;sein;Kunst;Architektur;und;Küche
1279.0|der Kern|noun|seed|Der Kern des Problems liegt in der Kommunikation.|The core of the problem lies in communication.|der;Kern;der;Problem;liegen;in;der;Kommunikation
1279.001|der Kern|noun|core|Der Kern der Strategie ist eine klare Marktanalyse.|The core of the strategy is a clear market analysis.|der;Kern;der;Strategie;sein;ein;klar;Marktanalyse
1279.002|der Kern|noun|nucleus|Der Kern des Problems liegt in der unklaren Kommunikation.|The core of the problem lies in unclear communication.|der;Kern;der;Problem;liegen;in;der;unklar;Kommunikation
1279.003|der Kern|noun|main focus|Der Kern der Diskussion war die Finanzierung.|The main focus of the discussion was the funding.|der;Kern;der;Diskussion;sein;der;Finanzierung
1280.0|der Winter|noun|winter|Der Winter in den Alpen ist kalt und schneereich.|Winter in the Alps is cold and snowy.|der;Winter;in;der;Alpen;sein;kalt;und;schneereich
1281.0|der Hintergrund|noun|background|Der Hintergrund des Bildes war sehr detailreich.|The background of the picture was very detailed.|der;Hintergrund;der;Bild;sein;sehr;detailreich
1282.0|der Osten, Ost-|noun|east|Im Osten gibt es weniger medizinische Einrichtungen.|In the east, there are fewer medical facilities.|in;Osten;geben;es;weniger;medizinisch;Einrichtung
1283.0|Amerika|noun|America|Er träumt davon, eines Tages nach Amerika zu ziehen.|He dreams of moving to America one day.|er;träumen;davon;ein;Tag;nach;Amerika;zu;ziehen
1284.0|geboren|adjective|born|Er wurde mit einer seltenen genetischen Störung geboren.|He was born with a rare genetic disorder.|er;werden;mit;ein;selten;genetisch;Störung;gebären
1285.0|gefährlich|adjective|dangerous|Diese Bergstraße ist besonders gefährlich im Winter.|This mountain road is particularly dangerous in winter.|dieser;Bergstraße;sein;besonders;gefährlich;in;Winter
1286.0|zwingen|verb|to force|Er zwang sie, das Geheimnis zu verraten.|He forced her to reveal the secret.|er;zwingen;sie;der;Geheimnis;zu;verraten
1287.0|das Bier|noun|beer|Er trank ein kaltes Bier nach der langen Wanderung.|He drank a cold beer after the long hike.|er;trinken;ein;kalt;Bier;nach;der;lang;Wanderung
1288.0|ansprechen|verb|to address|Der Direktor wird das Thema direkt ansprechen.|The director will address the topic directly.|der;Direktor;werden;der;Thema;direkt;ansprechen
1288.001|ansprechen|verb|to speak|Der Direktor wird das Thema direkt ansprechen.|The director will speak directly about the topic.|der;Direktor;werden;der;Thema;direkt;ansprechen
1289.0|komplett|adjective|complete|Das Puzzle war fast komplett, nur ein Teil fehlte.|The puzzle was almost complete, only one piece was missing.|der;Puzzle;sein;fast;komplett;nur;ein;Teil;fehlen
1290.0|die Forderung|noun|demand|Die Forderung nach höheren Löhnen wurde laut.|The demand for higher wages grew louder.|der;Forderung;nach;hoch;Lohn;werden;laut
1290.001|die Forderung|noun|claim|Die Forderung nach besserer Bezahlung wurde erfüllt.|The claim for better pay was fulfilled.|der;Forderung;nach;gut;Bezahlung;werden;erfüllen
1291.0|gelangen|verb|to reach|Sie gelangten endlich ans Ziel nach stundenlangem Marsch.|They finally reached the destination after hours of marching.|sie;gelangen;endlich;an;Ziel;nach;stundenlang;Marsch
1292.0|die Nachricht|noun|news|Die Nachricht von der Fusion verbreitete sich schnell.|The news of the merger spread quickly.|der;Nachricht;von;der;Fusion;verbreiten;sich;schnell
1292.001|die Nachricht|noun|message|Die Nachricht von seiner Beförderung kam unerwartet.|The message about his promotion came unexpectedly.|der;Nachricht;von;sein;Beförderung;kommen;unerwartet
