#frequency_rank|word_de|part_of_speech|word_en|sentence_de|sentence_en
3432|locken, lockt, lockte, hat gelockt|verb|to lure, tempt|Das tolle Wetter lockt die Menschen in den Park.|The great weather lures people into the park.
3433|löschen, löscht, löschte, hat gelöscht|verb|to put out, delete|Die Feuerwehr löscht das Feuer.|The fire department’s putting out the fire.
3434|die Mahlzeit, -en|die|meal|Mein Mann kocht gerne gesunde Mahlzeiten.|My husband likes to cook healthy meals.
3435|samt|prep|together with, along with|Er wirft den Schrank samt Inhalt auf den Müll.|He throws the cupboard along with its contents into the trash.
3436|vollziehen, vollzieht, vollzog, hat vollzogen|verb|to carry out, administer, take place|In den ersten Lebensjahren eines Kindes vollziehen sich wesentliche körperliche und geistige Entwicklungsschritte.|In the first years of a child’s life, essential physical and mental development steps take place.
3437|die Wiederholung, -en|die|repetition|Die Wiederholung des Experiments bringt ein anderes Ergebnis.|The repetition of the experiment brings a different result.
3438|aufbringen, bringt auf, brachte auf, hat aufgebracht|verb|to raise, find|Die Schule bringt Mittel auf, um neue Bücher zu kaufen.|The school is raising funds to buy new books.
3439|einigermaßen|adv|somewhat, fairly, reasonably|Es geht Opa einigermaßen gut, aber er ist immer noch im Krankenhaus.|Grandpa’s doing reasonably well, but he’s still in the hospital.
3440|die Mitteilung, -en|die|communication, announcement|Wir erhalten eine wichtige Mitteilung von unserem Chef.|We’re receiving an important announcement from our boss.
3441|das Praktikum, die Praktika|das|internship|Mein Praktikum hilft mir, praktische Fähigkeiten zu gewinnen.|My internship helps me to gain practical skills.
3442|verzeichnen, verzeichnet, verzeichnete, hat verzeichnet|verb|to list, record|Das Unternehmen verzeichnet einen kontinuierlichen Anstieg des Gewinns.|The company records a continuous increase in profits.
3443|die Vorsicht|die|caution|Vorsicht beim Verzehr von selbst gesammelten Pilzen!|Be careful when eating privately collected mushrooms!
3444|die Auskunft, -̈e|die|information|Der Mann an der Kasse gibt mir Auskunft über die Veranstaltungen.|The man at the checkout gives me information about the events.
3445|der Bezirk, -e|der|district|Sein Büro ist im westlichen Bezirk der Stadt.|His office is in the western district of the city.
3446|der Bogen, -|der|bow, arc, sheet|Der Ball fliegt im hohen Bogen und landet im See.|The ball flies in a high arc and lands in the lake.
3447|die Entdeckung, -en|die|discovery|Marie Curies Erfolg war die Entdeckung des chemischen Elements Radium.|Marie Curie’s success was the discovery of the chemical element radium.
3448|Ferien|die (pl)|school break, vacation|Im Sommer haben die Kinder sechs Wochen Ferien.|In the summer the children have six weeks of vacation.
3449|der General, -e|der|general|Er ist kein normaler Soldat, sondern ein General.|He’s not a regular soldier, he’s a general.
3450|die Messe, -n|die|(trade) fair, mass|Jedes Jahr gibt es in Leipzig eine große Messe für Bücher.|Every year there is a large book fair in Leipzig.
3451|scheiden, scheidet, schied, hat geschieden|verb|to separate, divorce|Ihre Eltern wollen sich scheiden lassen.|Her parents want to get a divorce.
3452|schlucken, schluckt, schluckte, hat geschluckt|verb|to swallow|Jeden Abend muss er eine Tablette schlucken.|Every evening he has to swallow a pill.
3453|südlich|adj|southern|Zimbabwe und Zambia sind Länder des südlichen Afrika.|Zimbabwe and Zambia are countries of southern Africa.
3454|zurücklegen, legt zurück, legte zurück, hat zurückgelegt|verb|to put back, put aside, cover (distance)|Sie legen jeden Tag 30 Kilometer zu Fuß zurück.|They cover 30 kilometers on foot every day.
3455|anordnen, ordnet an, ordnete an, hat angeordnet|verb|to order, arrange|Der Chef ordnet an, dass seine Kollegen um acht Uhr im Büro sein müssen.|The boss orders his colleagues to be at the office at eight o’clock.
3456|beibringen, bringt bei, brachte bei, hat beigebracht|verb|to teach|Der Fischer bringt seinem Sohn das Fischen bei.|The fisherman teaches his son how to fish.
3457|bevorstehen, steht bevor, stand bevor, hat bevorgestanden|verb|to lie ahead, be imminent|Nach dem Tod der Mutter stehen der Familie schwierige Zeiten bevor.|After the mother’s death, difficult times lie ahead for the family.
3458|der Chemiker, -|der|chemist|Die Chemikerin arbeitet mit gefährlichen Substanzen.|The chemist works with dangerous substances.
3459|die Erscheinung, -en|die|phenomenon, appearance|Er legt Wert auf seine äußere Erscheinung.|He attaches great importance to his appearance.
3460|herunter|adv|down|Von den Bergen herunter weht ein kalter Wind.|A cold wind blows down from the mountains.
3461|hinterher|adv|after, afterwards|Sie gehen in ein Restaurant und hinterher zum Konzert.|They go to a restaurant and afterwards to the concert.
3462|kostenlos|adj|free (of charge)|Das Hotel bietet kostenloses Internet.|The hotel offers free internet.
3463|die Maus, -̈e|die|mouse|Eine Maus ist ein kleines Tier.|A mouse is a small animal.
3464|die Unabhängigkeit, -en|die|independence|In den sechziger Jahren erklärten viele afrikanische Staaten ihre Unabhängigkeit.|In the 1960s many African states declared independence.
3465|die Vene, -n|die|vein|Das Blut fließt durch die Venen zum Herzen.|Blood flows through the veins to the heart.
3466|der Bestand, -̈e|der|continuation, stock, supply|Gemeinsam versuchen sie, den Bestand der Firma zu sichern.|Together they try to secure the continuation of the company.
3467|einzigartig|adj|unique|Jeder Mensch hat ein einzigartiges Gesicht.|Every human being has a unique face.
3468|die Kohle, -n|die|coal|Kohle erzeugt Energie, wenn man sie verbrennt.|Coal produces energy when burned.
3469|reell|adj|real|Sie hat keine reelle Chance zu gewinnen.|She has no real chance of winning.
3470|reiten, reitet, ritt, ist geritten|verb|to ride|Mein Bruder hat ein Pferd und reitet sehr gut.|My brother has a horse and rides very well.
3471|das Smartphone, -s|das|smartphone|Smartphones sind wie kleine Computer, die man in die Tasche stecken kann.|Smartphones are like small computers you can put in your pocket.
3472|die Werkstatt, -̈en|die|workshop, garage|Sie stellen Tische und Stühle aus Holz in ihrer Werkstatt her.|They produce wooden tables and chairs in their workshop.
3473|die Kälte|die|cold|Wasser gefriert bei dieser Kälte.|Water freezes in this cold.
3474|das Kloster, -̈|das|monastery, convent|In einem Kloster lebt eine christliche Gemeinschaft, die dort ihren Glauben ausübt.|In a monastery lives a Christian community that practices its faith there.
3475|die Laune, -n|die|mood|Wenn sie gute Laune hat, singt und lacht sie die ganze Zeit.|When she’s in a good mood, she sings and laughs all the time.
3476|nachfragen, fragt nach, fragte nach, hat nachgefragt|verb|to ask (sb), inquire|Sie fragt im Hotel nach, ob sie noch freie Zimmer haben.|She’s at the hotel asking if they have any rooms.
3477|die Toilette, -n|die|toilet|In der Stadt gibt es mehrere öffentliche Toiletten.|There are a number of public toilets in the city.
3478|das Unglück, -e|das|misfortune, disaster|Der Unfall ist ein großes Unglück für die Familie.|The accident constitutes a great misfortune for the family.
3479|verlegen, verlegt, verlegte, hat verlegt|verb|to misplace, postpone|Ich weiß oft nicht, wo mein Handy ist, weil ich es ständig verlege.|I often don’t know where my cell phone is because I keep misplacing it.
3480|die Eröffnung, -en|die|opening|Jeder Kunde bekommt ein Geschenk bei der Eröffnung des Geschäfts.|Every customer receives a gift at the shop opening.
3481|die Fragestellung, -en|die|problem, question|Der Schüler versteht die Fragestellung nicht.|The student doesn’t understand the question.
3482|der Grieche, -n|der|Greek|Er ist ein Grieche aus Athen.|He’s a Greek from Athens.
3483|industriell|adj|industrial|Die industrielle Revolution hat das Leben der Menschen radikal verändert.|The industrial revolution radically changed people’s lives.
3484|konfrontieren, konfrontiert, konfrontierte, hat konfrontiert|verb|to confront|Die Polizei konfrontiert sie mit allen Beweisen.|The police are confronting her with all the evidence.
3485|der Sex|der|sex|Sie hat Sex und wird schwanger.|She has sex and gets pregnant.
3486|wovon|pron|from what, about what|Wovon reden sie?|What are they talking about?
3487|absurd|adj|absurd|Sie bezahlt eine absurde Menge Geld für das Auto.|She pays an absurd amount of money for the car.
3488|die Miete, -n|die|rent|Jeden Monat müssen sie die Miete für ihre Wohnung bezahlen.|Every month they have to pay the rent for their apartment.
3489|angehören, gehört an, gehörte an, hat angehört|verb|to belong|Sie gehört keiner Partei an.|She doesn’t belong to any party.
3490|der Apfel, -Ä|der|apple|An dem Baum hängen viele rote Äpfel.|There are a lot of red apples on that tree.
3491|autonom|adj|autonomous|Die Insel ist eine autonome Region und hat ein eigenes Parlament.|The island is an autonomous region and has its own parliament.
3492|blond|adj|blond|Seine Haare sind nicht braun, sondern blond.|His hair isn’t brown, it’s blond.
3493|anstrengend|adj|exhausting|Er erholt sich von der anstrengenden Arbeit.|He’s recovering from his exhausting work.
3494|der Bär, -en|der|bear|Ein Bär ist ein großes braunes Tier, das in kalten Regionen lebt.|A bear is a large brown animal that lives in cold regions.
3495|hinzu|adv|in addition|Nach der Operation hat sie starke Schmerzen und hinzu kommt, dass sie Fieber hat.|After the operation, she’s in a lot of pain and, in addition, she has a fever.
3496|lateinisch|adj|Latin|Viele medizinische Begriffe sind lateinisch.|Many medical terms are Latin.
3497|das Menschenrecht, -e|das|human right|Menschenrechte sind die grundlegenden Rechte, die jede Person haben sollte.|Human rights are the fundamental rights that every person should have.
3498|mühsam|adj|strenuous, laborious|Es ist mühsam, alle Fenster im Haus zu putzen.|It’s strenuous to clean all the windows in the house.
3499|präzise|adj|precise|Der Artikel enthält präzise Informationen über sein privates Leben.|The article contains precise information about his private life.
3500|der Wahnsinn|der|madness, insanity, lunacy|Wenn sie die Arbeit allein schaffen will, dann ist das absoluter Wahnsinn.|If she wants to do the job on her own, it would be absolute madness.
3501|der Anruf, -e|der|call|Jede Woche bekommt Tom einen Anruf von seinen Eltern.|Every week Tom gets a call from his parents.
3502|feststehen, steht fest, stand fest, hat festgestanden|verb|to be certain, fixed, firm|Es steht heute schon fest, dass wir nächstes Jahr nach Frankreich ziehen.|It is already certain that we will move to France next year.
3503|der Sieger, -|der|winner|Der Sieger des Wettkampfes erhält ein Geschenk.|The winner of the competition receives a gift.
3504|die Unterkunft, -̈e|die|accommodation|Sie sucht nach einer günstigen Unterkunft im Zentrum.|She is looking for cheap accommodations in the center.
3505|die Verknüpfung, -en|die|combination, link|Das Seminar ist eine gute Verknüpfung von Theorie und Praxis.|The seminar is a good combination of theory and practice.
3506|anfühlen, fühlt an, fühlte an, hat angefühlt|verb|to feel|Martinas Hände fühlen sich schön weich an.|Martina’s hands feel nice and soft.
3507|düster|adj|gloomy|Er sitzt in einem düsteren Zimmer ohne Licht.|He’s sitting in a gloomy room with no light.
3508|freisetzen, setzt frei, setzte frei, hat freigesetzt|verb|to release|Wenn man Stress hat, werden viele Hormone freigesetzt.|When you’re under stress, a lot of hormones are released.
3509|der Kompromiss, -e|der|compromise|Beide haben unterschiedliche Wünsche, aber einigen sich auf einen Kompromiss.|Both have different wishes, but agree on a compromise.
3510|der Maßstab, -̈e|der|scale, yardstick, standard|Die Karte zeigt das Land im Maßstab 1: 10000.|The map shows the country on a scale of 1: 10,000.
3511|skizzieren, skizziert, skizzierte, hat skizziert|verb|to outline, sketch|Bevor der Architekt das Modell für das neue Gebäude entwirft, skizziert er es grob.|Before the architect designs the model for the new building, he sketches it roughly.
3512|starr|adj|stiff, rigid, paralyzed|Seine Hände sind starr vor Kälte.|His hands are frozen stiff.
3513|der Vorhang, -̈e|der|curtain|Sie zieht die Vorhänge vor das Fenster.|She pulls the curtains in front of the window.
3514|die Währung, -en|die|currency|Der Euro ist die Währung in vielen europäischen Ländern.|The euro is the currency in many European countries.
3515|die Wüste, -n|die|desert|In der Wüste ist es sehr heiß und das Wasser ist knapp.|In the desert it is very hot and water is scarce.
3516|berufen, beruft, berief, hat berufen|verb|to appoint|Mit 35 Jahren wird sie zur Professorin für deutsche Geschichte berufen.|At the age of 35 she is appointed professor of German history.
3517|eingreifen, greift ein, griff ein, hat eingegriffen|verb|to intervene|Die Lehrerin greift ein, um einen Streit zu verhindern.|The teacher intervenes to prevent a fight.
3518|die Tasse, -n|die|cup|Ich nehme eine Tasse Tee.|I’ll have a cup of tea.
3519|unterstellen, unterstellt, unterstellte, hat unterstellt|verb|to put in charge, imply, store|Ihnen wird die Abteilung für Forschung unterstellt.|You are in charge of the Research Department.
